##############################################################################  
# Taumeter readings - GISMO summer pool 2012 (30/10-13/11/12) 
#
# Author: G.Bruni (bruni@iram.es)
#
# Sky opacities given here were measured by the "old" taumeter via skydips
# at 225GHz. We list here the "Lambda" values compiled by D.John.
#
# Col 1: Local time (UT+1)
# Col 2: date 
# Col 3: Tau 
# Col 4: Tau error
#
#############################################################################
#
  21:06:43	2012-10-29     0.165   0.041  
  21:09:43	2012-10-29     0.138   0.04   
  21:12:43	2012-10-29     0.084   0.039  
  21:15:43	2012-10-29     0.099   0.038  
  21:18:43	2012-10-29     0.141   0.041  
  21:21:43	2012-10-29     0.134   0.039  
  21:24:43	2012-10-29     0.138   0.039  
  21:27:43	2012-10-29     0.158   0.039  
  21:30:43	2012-10-29     0.195   0.043  
  21:32:43	2012-10-29     0.23    0.039  
  21:35:43	2012-10-29     0.258   0.054  
  21:38:43	2012-10-29     0.229   0.052  
  21:41:43	2012-10-29     0.191   0.038  
  21:44:43	2012-10-29     0.214   0.041  
  21:47:43	2012-10-29     0.161   0.039  
  21:50:43	2012-10-29     0.148   0.039  
  21:53:43	2012-10-29     0.137   0.04   
  21:58:43	2012-10-29     0.236   0.044  
  22:01:43	2012-10-29     0.182   0.04   
  22:03:43	2012-10-29     0.269   0.043  
  22:06:43	2012-10-29     0.243   0.041  
  22:09:43	2012-10-29     0.226   0.041  
  22:12:43	2012-10-29     0.236   0.041  
  22:15:43	2012-10-29     0.137   0.039  
  22:18:43	2012-10-29     0.243   0.043  
  22:22:43	2012-10-29     0.283   0.043  
  22:25:43	2012-10-29     0.256   0.041  
  22:28:43	2012-10-29     0.269   0.04   
  22:31:43	2012-10-29     0.263   0.041  
  22:33:44	2012-10-29     0.272   0.042  
  22:36:44	2012-10-29     0.31    0.045  
  22:39:44	2012-10-29     0.341   0.045  
  22:42:44	2012-10-29     0.345   0.062  
  22:45:44	2012-10-29     0.296   0.041  
  22:48:44	2012-10-29     0.305   0.055  
  22:51:44	2012-10-29     0.296   0.046  
  22:54:44	2012-10-29     0.325   0.055  
  22:57:44	2012-10-29     0.288   0.04   
  23:00:44	2012-10-29     0.268   0.045  
  23:02:44	2012-10-29     0.325   0.042  
  23:05:44	2012-10-29     0.229   0.039  
  23:08:44	2012-10-29     0.218   0.039  
  23:11:44	2012-10-29     0.214   0.039  
  23:14:44	2012-10-29     0.263   0.041  
  23:17:44	2012-10-29     0.258   0.054  
  23:22:44	2012-10-29     0.231   0.04   
  23:25:44	2012-10-29     0.291   0.048  
  23:28:44	2012-10-29     0.268   0.041  
  23:31:44	2012-10-29     0.267   0.049  
  23:33:44	2012-10-29     0.277   0.043  
  23:36:44	2012-10-29     0.278   0.046  
  23:39:44	2012-10-29     0.25    0.04   
  23:42:44	2012-10-29     0.217   0.039  
  23:46:44	2012-10-29     0.194   0.039  
  23:49:44	2012-10-29     0.28    0.04   
  23:52:44	2012-10-29     0.276   0.042  
  23:55:44	2012-10-29     0.242   0.042  
  23:58:44	2012-10-29     0.196   0.042  
  0:00:45 	2012-10-30     0.197   0.04   
  0:03:45 	2012-10-30     0.178   0.041  
  0:06:45 	2012-10-30     0.223   0.043  
  0:09:45 	2012-10-30     0.247   0.043  
  0:12:45 	2012-10-30     0.222   0.042  
  0:15:45 	2012-10-30     0.172   0.041  
  0:18:45 	2012-10-30     0.183   0.04   
  0:21:45 	2012-10-30     0.257   0.042  
  0:24:45 	2012-10-30     0.264   0.043  
  0:27:45 	2012-10-30     0.225   0.051  
  0:29:45 	2012-10-30     0.231   0.041  
  0:32:45 	2012-10-30     0.234   0.05   
  0:35:45 	2012-10-30     0.261   0.042  
  0:38:45 	2012-10-30     0.225   0.041  
  0:43:45 	2012-10-30     0.199   0.041  
  0:46:45 	2012-10-30     0.246   0.042  
  0:49:45 	2012-10-30     0.25    0.042  
  0:52:45 	2012-10-30     0.205   0.041  
  0:55:45 	2012-10-30     0.176   0.04   
  0:58:45 	2012-10-30     0.224   0.042  
  1:01:45 	2012-10-30     0.257   0.042  
  1:03:45 	2012-10-30     0.18    0.039  
  1:06:45 	2012-10-30     0.232   0.043  
  1:10:45 	2012-10-30     0.223   0.041  
  1:13:45 	2012-10-30     0.231   0.042  
  1:16:45 	2012-10-30     0.203   0.039  
  1:19:45 	2012-10-30     0.168   0.039  
  1:22:45 	2012-10-30     0.143   0.04   
  1:25:45 	2012-10-30     0.195   0.041  
  1:28:46 	2012-10-30     0.167   0.039  
  1:30:46 	2012-10-30     0.233   0.041  
  1:33:46 	2012-10-30     0.253   0.043  
  1:36:46 	2012-10-30     0.213   0.041  
  1:39:46 	2012-10-30     0.253   0.041  
  1:42:46 	2012-10-30     0.215   0.04   
  1:45:46 	2012-10-30     0.201   0.039  
  1:48:46 	2012-10-30     0.18    0.04   
  1:51:46 	2012-10-30     0.209   0.041  
  1:54:46 	2012-10-30     0.229   0.041  
  1:57:46 	2012-10-30     0.182   0.04   
  1:59:46 	2012-10-30     0.324   0.046  
  2:02:46 	2012-10-30     0.262   0.042  
  2:05:46 	2012-10-30     0.21    0.04   
  2:10:46 	2012-10-30     0.175   0.039  
  2:13:46 	2012-10-30     0.18    0.039  
  2:16:46 	2012-10-30     0.226   0.041  
  2:19:46 	2012-10-30     0.126   0.039  
  2:22:46 	2012-10-30     0.137   0.038  
  2:25:46 	2012-10-30     0.132   0.04   
  2:28:46 	2012-10-30     0.132   0.039  
  2:31:47 	2012-10-30     0.176   0.04   
  2:33:47 	2012-10-30     0.145   0.039  
  2:37:47 	2012-10-30     0.15    0.04   
  2:40:47 	2012-10-30     0.111   0.038  
  2:43:47 	2012-10-30     0.192   0.041  
  2:46:47 	2012-10-30     0.187   0.041  
  2:49:47 	2012-10-30     0.118   0.039  
  2:52:47 	2012-10-30     0.112   0.039  
  2:55:47 	2012-10-30     0.098   0.039  
  2:58:47 	2012-10-30     0.099   0.041  
  3:00:47 	2012-10-30     0.163   0.041  
  3:03:47 	2012-10-30     0.131   0.041  
  3:06:47 	2012-10-30     0.145   0.041  
  3:09:47 	2012-10-30     0.07    0.039  
  3:12:47 	2012-10-30     0.13    0.04   
  3:15:47 	2012-10-30     0.081   0.041  
  3:18:47 	2012-10-30     0.08    0.04   
  3:21:47 	2012-10-30     0.023   0.039  
  3:24:47 	2012-10-30     0.099   0.038  
  3:27:47 	2012-10-30     0.054   0.038  
  3:29:47 	2012-10-30     0.102   0.039  
  3:32:48 	2012-10-30     0.063   0.04   
  3:37:48 	2012-10-30     0.032   0.037  
  3:40:48 	2012-10-30     0.086   0.039  
  3:43:48 	2012-10-30     0.075   0.037  
  3:46:48 	2012-10-30     0.031   0.037  
  3:49:48 	2012-10-30     0.088   0.037  
  3:52:48 	2012-10-30     0.102   0.038  
  3:55:48 	2012-10-30     0.093   0.039  
  3:58:48 	2012-10-30     0.05    0.037  
  4:01:48 	2012-10-30     0.111   0.038  
  4:04:48 	2012-10-30     0.066   0.038  
  4:07:48 	2012-10-30     0.044   0.039  
  4:10:48 	2012-10-30     0.067   0.039  
  4:13:48 	2012-10-30     0.108   0.04   
  4:16:48 	2012-10-30     0.036   0.039  
  4:19:48 	2012-10-30     0.101   0.039  
  4:22:48 	2012-10-30     0.04    0.039  
  4:25:48 	2012-10-30     0.131   0.039  
  4:28:48 	2012-10-30     0.048   0.038  
  4:30:48 	2012-10-30     0.044   0.038  
  4:33:48 	2012-10-30     0.103   0.038  
  4:36:48 	2012-10-30     0.071   0.038  
  4:39:48 	2012-10-30     0.14    0.038  
  4:42:48 	2012-10-30     0.097   0.038  
  4:45:48 	2012-10-30     0.165   0.041  
  4:48:48 	2012-10-30     0.175   0.039  
  4:51:48 	2012-10-30     0.224   0.041  
  4:54:48 	2012-10-30     0.198   0.039  
  4:57:48 	2012-10-30     0.254   0.041  
  4:59:48 	2012-10-30     0.262   0.041  
  5:04:49 	2012-10-30     0.22    0.04   
  5:07:49 	2012-10-30     0.277   0.042  
  5:10:49 	2012-10-30     0.327   0.044  
  5:13:49 	2012-10-30     0.3     0.042  
  5:16:49 	2012-10-30     0.342   0.044  
  5:19:49 	2012-10-30     0.32    0.043  
  5:22:49 	2012-10-30     0.329   0.043  
  5:25:49 	2012-10-30     0.374   0.046  
  5:28:49 	2012-10-30     0.433   0.048  
  5:31:49 	2012-10-30     0.405   0.049  
  5:34:49 	2012-10-30     0.407   0.047  
  5:40:50 	2012-10-30     0.365   0.046  
  5:43:50 	2012-10-30     0.385   0.05   
  5:49:50 	2012-10-30     0.421   0.049  
  6:06:54 	2012-10-30     0.483   0.061  
  6:09:54 	2012-10-30     0.425   0.051  
  6:17:54 	2012-10-30     0.67    0.074  
  6:20:54 	2012-10-30     0.271   0.08   
  6:23:54 	2012-10-30     0.558   0.074  
  6:26:54 	2012-10-30     0.479   0.076  
  6:32:55 	2012-10-30     0.529   0.085  
  6:35:55 	2012-10-30     0.638   0.077  
  6:38:55 	2012-10-30     0.692   0.118  
  6:41:55 	2012-10-30     0.633   0.17   
  6:44:55 	2012-10-30     0.659   0.073  
  6:47:55 	2012-10-30     0.722   0.121  
  6:50:55 	2012-10-30     0.555   0.114  
  6:53:55 	2012-10-30     0.637   0.168  
  7:03:56 	2012-10-30     0.526   0.057  
  7:06:56 	2012-10-30     0.586   0.062  
  7:10:56 	2012-10-30     0.592   0.063  
  7:13:56 	2012-10-30     0.548   0.061  
  7:19:57 	2012-10-30     0.562   0.095  
  7:22:57 	2012-10-30     0.781   0.099  
  7:24:57 	2012-10-30     0.579   0.06   
  7:27:57 	2012-10-30     0.583   0.06   
  7:30:57 	2012-10-30     0.658   0.066  
  7:33:57 	2012-10-30     0.634   0.063  
  7:36:57 	2012-10-30     0.91    0.204  
  7:39:57 	2012-10-30     0.751   0.087  
  7:47:57 	2012-10-30     1.23    0.357  
  7:50:57 	2012-10-30     0.818   0.128  
  7:53:58 	2012-10-30     0.852   0.141  
  7:56:58 	2012-10-30     0.717   0.224  
  8:02:58 	2012-10-30     0.535   0.057  
  8:05:58 	2012-10-30     0.689   0.079  
  8:08:58 	2012-10-30     0.533   0.074  
  8:11:58 	2012-10-30     0.533   0.058  
  8:14:58 	2012-10-30     0.544   0.059  
  8:17:58 	2012-10-30     0.665   0.066  
  8:20:58 	2012-10-30     0.651   0.09   
  8:23:58 	2012-10-30     0.945   0.179  
  8:25:58 	2012-10-30     0.77    0.089  
  8:33:58 	2012-10-30     1.14    0.225  
  8:36:58 	2012-10-30     0.905   0.21   
  8:39:58 	2012-10-30     0.353   0.285  
  8:46:58 	2012-10-30     0.921   0.123  
  8:54:58 	2012-10-30     1.193   0.408  
  8:57:58 	2012-10-30     0.829   0.206  
  9:20:59 	2012-10-30     0.323   0.26   
  9:55:03 	2012-10-30     0.336   0.228  
  9:58:03 	2012-10-30     0.754   0.178  
  10:28:04	2012-10-30     1.375   0.303  
  10:40:04	2012-10-30     0.155   0.552  
  11:03:06	2012-10-30     0.364   0.404  
  12:18:07	2012-10-30     1.367   1.599  
  12:50:08	2012-10-30     0.225   1.025  
  13:43:09	2012-10-30     0.196   0.509  
  13:53:09	2012-10-30     0.079   0.88   
  15:48:10	2012-10-30     0.571   0.868  
  16:04:11	2012-10-30     0.126   0.475  
  16:22:11	2012-10-30     0.115   0.552  
  16:31:11	2012-10-30     0.233   0.546  
  16:48:11	2012-10-30     0.088   0.392  
  17:18:12	2012-10-30     0.187   0.456  
  17:21:12	2012-10-30     0.021   0.621  
  17:32:12	2012-10-30     0.171   0.514  
  18:10:12	2012-10-30     0.011   0.429  
  18:24:12	2012-10-30     0.273   0.599  
  19:57:15	2012-10-30     1.34    1.643  
  20:03:15	2012-10-30     0.456   0.444  
  21:36:16	2012-10-30     0.257   0.576  
  21:54:16	2012-10-30     0.352   0.519  
  23:38:18	2012-10-30     0.282   0.233  
  23:58:18	2012-10-30     1.144   0.166  
  0:01:18 	2012-10-31     1.013   0.168  
  0:07:18 	2012-10-31     0.525   0.126  
  0:10:19 	2012-10-31     0.722   0.133  
  0:13:19 	2012-10-31     0.924   0.165  
  0:26:19 	2012-10-31     0.779   0.219  
  0:39:19 	2012-10-31     0.311   0.192  
  0:47:19 	2012-10-31     0.346   0.167  
  0:50:19 	2012-10-31     0.52    0.13   
  0:53:19 	2012-10-31     0.077   0.046  
  0:58:19 	2012-10-31     0.365   0.081  
  1:01:19 	2012-10-31     0.439   0.081  
  1:04:19 	2012-10-31     0.422   0.098  
  1:07:19 	2012-10-31     0.256   0.07   
  1:17:19 	2012-10-31     0.918   0.177  
  1:25:19 	2012-10-31     0.085   0.052  
  1:27:19 	2012-10-31     0.081   0.04   
  1:30:19 	2012-10-31     0.022   0.047  
  1:33:19 	2012-10-31     0.066   0.046  
  1:51:20 	2012-10-31     0.08    0.044  
  2:00:20 	2012-10-31     0.0090  0.044  
  2:06:20 	2012-10-31     0.065   0.045  
  2:14:20 	2012-10-31     0.011   0.046  
  2:52:20 	2012-10-31     0.0070  0.046  
  2:58:20 	2012-10-31     0.047   0.045  
  3:01:20 	2012-10-31     0.0060  0.047  
  3:04:20 	2012-10-31     0.013   0.044  
  3:10:20 	2012-10-31     0.044   0.046  
  3:24:21 	2012-10-31     0.031   0.043  
  3:27:21 	2012-10-31     0.07    0.044  
  3:33:21 	2012-10-31     0.034   0.044  
  3:36:21 	2012-10-31     0.061   0.043  
  3:39:21 	2012-10-31     0.025   0.043  
  3:42:21 	2012-10-31     0.025   0.043  
  3:45:21 	2012-10-31     0.042   0.043  
  3:53:21 	2012-10-31     0.063   0.041  
  3:58:21 	2012-10-31     0.0050  0.044  
  4:02:21 	2012-10-31     0.035   0.043  
  4:05:21 	2012-10-31     0.027   0.044  
  4:11:21 	2012-10-31     0.043   0.042  
  4:22:21 	2012-10-31     0.017   0.041  
  4:34:21 	2012-10-31     0.056   0.042  
  4:37:21 	2012-10-31     0.062   0.043  
  4:40:21 	2012-10-31     0.037   0.044  
  4:52:22 	2012-10-31     0.039   0.046  
  4:55:22 	2012-10-31     0.084   0.044  
  4:57:22 	2012-10-31     0.073   0.042  
  5:03:22 	2012-10-31     0.074   0.044  
  5:09:22 	2012-10-31     0.048   0.045  
  5:12:22 	2012-10-31     0.037   0.044  
  5:15:22 	2012-10-31     0.036   0.042  
  5:26:22 	2012-10-31     0.041   0.045  
  5:32:22 	2012-10-31     0.048   0.045  
  5:35:22 	2012-10-31     0.0050  0.045  
  5:38:22 	2012-10-31     0.015   0.043  
  5:41:22 	2012-10-31     0.045   0.043  
  5:44:22 	2012-10-31     0.0020  0.044  
  5:47:22 	2012-10-31     0.051   0.043  
  5:50:22 	2012-10-31     0.066   0.045  
  5:53:22 	2012-10-31     0.034   0.043  
  6:07:22 	2012-10-31     0.05    0.045  
  6:10:22 	2012-10-31     0.0080  0.044  
  6:13:22 	2012-10-31     0.038   0.043  
  6:16:22 	2012-10-31     0.045   0.046  
  6:19:22 	2012-10-31     0.019   0.044  
  6:27:23 	2012-10-31     0.053   0.044  
  6:29:23 	2012-10-31     0.039   0.044  
  6:32:23 	2012-10-31     0.019   0.046  
  6:35:23 	2012-10-31     0.031   0.046  
  6:42:23 	2012-10-31     0.091   0.045  
  6:48:23 	2012-10-31     0.042   0.047  
  6:51:23 	2012-10-31     0.035   0.046  
  6:54:23 	2012-10-31     0.016   0.046  
  6:56:23 	2012-10-31     0.035   0.045  
  7:08:23 	2012-10-31     0.061   0.044  
  7:14:23 	2012-10-31     0.017   0.044  
  7:20:23 	2012-10-31     0.046   0.044  
  7:23:23 	2012-10-31     0.023   0.045  
  7:28:23 	2012-10-31     0.0050  0.046  
  7:30:23 	2012-10-31     0.0050  0.045  
  8:08:23 	2012-10-31     0.019   0.045  
  8:11:23 	2012-10-31     0.01    0.045  
  8:18:23 	2012-10-31     0.0070  0.044  
  8:38:24 	2012-10-31     0.042   0.045  
  8:41:24 	2012-10-31     0.0060  0.044  
  8:44:24 	2012-10-31     0.099   0.044  
  8:47:24 	2012-10-31     0.0030  0.044  
  8:50:24 	2012-10-31     0.014   0.045  
  9:04:24 	2012-10-31     0.032   0.046  
  9:07:24 	2012-10-31     0.038   0.046  
  9:10:24 	2012-10-31     0.016   0.048  
  9:13:24 	2012-10-31     0.015   0.046  
  9:27:24 	2012-10-31     0.03    0.047  
  9:45:24 	2012-10-31     0.021   0.046  
  9:48:24 	2012-10-31     0.035   0.047  
  9:58:24 	2012-10-31     0.013   0.045  
  10:01:24	2012-10-31     0.016   0.049  
  10:11:24	2012-10-31     0.012   0.048  
  10:14:24	2012-10-31     0.019   0.045  
  10:23:25	2012-10-31     0.064   0.136  
  12:00:25	2012-10-31     0.082   0.05   
  12:03:25	2012-10-31     0.076   0.045  
  12:06:25	2012-10-31     0.08    0.051  
  12:09:25	2012-10-31     0.038   0.054  
  12:12:25	2012-10-31     0.032   0.046  
  12:15:25	2012-10-31     0.073   0.046  
  12:18:25	2012-10-31     0.073   0.048  
  12:21:25	2012-10-31     0.044   0.048  
  12:27:25	2012-10-31     0.031   0.049  
  12:30:25	2012-10-31     0.029   0.048  
  12:39:26	2012-10-31     0.019   0.048  
  12:50:26	2012-10-31     0.029   0.046  
  12:56:26	2012-10-31     0.032   0.045  
  12:59:26	2012-10-31     0.019   0.045  
  13:02:26	2012-10-31     0.025   0.045  
  13:22:26	2012-10-31     0.012   0.045  
  13:33:26	2012-10-31     0.041   0.044  
  13:36:26	2012-10-31     0.083   0.043  
  13:40:26	2012-10-31     0.049   0.041  
  13:48:26	2012-10-31     0.038   0.043  
  13:59:26	2012-10-31     0.027   0.048  
  14:02:26	2012-10-31     0.028   0.047  
  14:05:26	2012-10-31     0.051   0.045  
  14:08:26	2012-10-31     0.05    0.045  
  14:14:27	2012-10-31     0.046   0.043  
  14:17:27	2012-10-31     0.101   0.043  
  14:20:27	2012-10-31     0.03    0.045  
  14:23:27	2012-10-31     0.07    0.043  
  14:26:27	2012-10-31     0.11    0.045  
  14:29:27	2012-10-31     0.033   0.044  
  14:32:27	2012-10-31     0.037   0.046  
  14:35:27	2012-10-31     0.02    0.046  
  14:43:27	2012-10-31     0.031   0.047  
  14:45:27	2012-10-31     0.023   0.051  
  14:48:27	2012-10-31     0.032   0.082  
  14:54:27	2012-10-31     0.058   0.063  
  14:57:27	2012-10-31     0.099   0.152  
  15:01:27	2012-10-31     0.071   0.325  
  15:04:27	2012-10-31     0.169   0.236  
  15:07:27	2012-10-31     0.105   0.094  
  15:10:27	2012-10-31     0.167   0.06   
  15:12:27	2012-10-31     0.077   0.042  
  15:15:27	2012-10-31     0.126   0.05   
  15:18:27	2012-10-31     0.082   0.044  
  15:21:27	2012-10-31     0.063   0.04   
  15:24:27	2012-10-31     0.13    0.044  
  15:27:27	2012-10-31     0.169   0.059  
  15:30:27	2012-10-31     0.087   0.04   
  15:33:27	2012-10-31     0.113   0.04   
  15:36:27	2012-10-31     0.134   0.041  
  15:39:27	2012-10-31     0.183   0.065  
  15:41:27	2012-10-31     0.194   0.079  
  15:44:27	2012-10-31     0.136   0.041  
  15:47:27	2012-10-31     0.14    0.042  
  15:50:27	2012-10-31     0.179   0.053  
  15:53:27	2012-10-31     0.265   0.058  
  15:58:27	2012-10-31     0.081   0.04   
  16:01:27	2012-10-31     0.179   0.104  
  16:04:27	2012-10-31     0.129   0.073  
  16:07:28	2012-10-31     0.031   0.105  
  16:09:28	2012-10-31     0.23    0.089  
  16:12:28	2012-10-31     0.167   0.09   
  16:15:28	2012-10-31     0.28    0.051  
  16:18:28	2012-10-31     0.243   0.084  
  16:22:28	2012-10-31     0.191   0.064  
  16:25:28	2012-10-31     0.192   0.078  
  16:28:28	2012-10-31     0.17    0.056  
  16:31:28	2012-10-31     0.134   0.045  
  16:34:28	2012-10-31     0.086   0.065  
  16:36:28	2012-10-31     0.219   0.069  
  16:39:28	2012-10-31     0.222   0.047  
  16:42:28	2012-10-31     0.24    0.08   
  16:45:28	2012-10-31     0.275   0.099  
  16:48:28	2012-10-31     0.339   0.079  
  16:51:28	2012-10-31     0.37    0.091  
  16:54:28	2012-10-31     0.415   0.079  
  16:57:28	2012-10-31     0.239   0.065  
  17:00:28	2012-10-31     0.331   0.062  
  17:03:28	2012-10-31     0.288   0.04   
  17:05:28	2012-10-31     0.27    0.051  
  17:08:28	2012-10-31     0.208   0.039  
  17:11:28	2012-10-31     0.233   0.039  
  17:16:28	2012-10-31     0.202   0.085  
  17:19:28	2012-10-31     0.259   0.078  
  17:22:28	2012-10-31     0.26    0.073  
  17:25:28	2012-10-31     0.23    0.05   
  17:28:28	2012-10-31     0.291   0.054  
  17:31:29	2012-10-31     0.247   0.04   
  17:34:29	2012-10-31     0.21    0.039  
  17:36:29	2012-10-31     0.252   0.048  
  17:40:29	2012-10-31     0.281   0.065  
  17:43:29	2012-10-31     0.274   0.047  
  17:46:29	2012-10-31     0.287   0.045  
  17:49:29	2012-10-31     0.429   0.052  
  17:52:29	2012-10-31     0.334   0.049  
  17:55:29	2012-10-31     0.32    0.055  
  17:58:29	2012-10-31     0.35    0.074  
  18:01:29	2012-10-31     0.33    0.053  
  18:03:29	2012-10-31     0.281   0.045  
  18:06:29	2012-10-31     0.298   0.084  
  18:09:29	2012-10-31     0.278   0.055  
  18:12:29	2012-10-31     0.314   0.078  
  18:15:29	2012-10-31     0.299   0.127  
  18:18:29	2012-10-31     0.352   0.102  
  18:26:29	2012-10-31     0.271   0.103  
  18:29:29	2012-10-31     0.498   0.068  
  18:32:29	2012-10-31     0.628   0.083  
  18:34:29	2012-10-31     0.453   0.084  
  18:37:29	2012-10-31     0.6     0.085  
  18:40:29	2012-10-31     0.649   0.098  
  18:47:29	2012-10-31     0.735   0.138  
  18:50:29	2012-10-31     0.749   0.118  
  18:53:30	2012-10-31     0.572   0.083  
  18:56:30	2012-10-31     0.294   0.153  
  19:01:37	2012-10-31     0.339   0.068  
  19:09:37	2012-10-31     0.565   0.092  
  19:12:37	2012-10-31     0.498   0.077  
  19:19:37	2012-10-31     0.562   0.082  
